R[0]=1.6940859925069094,4.747163156305996,1.0790741926862726
R[1]=3.0145181558484015,3.543029002574856,3.187845817841421
R[2]=2.5690947709588734,4.694188448311948,3.0236209145668242
R[3]=3.35065741308351,4.677311584119506,1.293690491713689
R[4]=2.9351063323839037,3.0571402699396657,1.2311918655233995
R[5]=2.923050949809819,1.13395178153198,2.078461027656037
R[6]=2.1463600981400206,3.2062090216589594,2.5037233575261917
R[7]=1.7701034288578534,3.5863960340034287,3.172788498982557
R[8]=1.1064644286028529,2.474270646315602,4.600091821330419
R[9]=2.5151167900331806,1.8716427869776173,3.6612673906223243
R[10]=2.4513238513317726,4.955323139320763,1.2903428525658835
R[11]=2.267459341865855,1.0674678702999276,4.101045932109518
R[12]=2.646269291828378,1.4274946635823897,4.1248147679632154
R[13]=2.3925541508243926,2.3161106949907393,1.885080151649286
R[14]=2.742136104422716,2.8923747130176136,1.247168196146533
R[15]=2.542759822342034,3.0441911256979,1.8008275535419664
R[16]=1.6745409357899466,1.5072940158005081,3.7715749672944865
R[17]=3.1979121055055644,1.074898303844238,1.173021738056415
R[18]=2.0097137777441225,2.3400559607783986,4.715200696394208
R[19]=2.331888975934513,1.6367184570788993,3.00820462731025
R[20]=1.9876269110292708,4.155781175387989,3.791999501946214
R[21]=2.692089014310917,1.3484955618537091,2.4273077056702075
R[22]=2.7346749571296503,2.396404854850881,3.231657257336229
R[23]=3.031914970368534,4.819657442408058,3.1665259906045975
R[24]=2.294688673319746,2.3149072243094033,4.436240823433188
