1571105,7080928315;868822,0
1624065,1428484083;818418,0
1677023,577603986;814219,0
1729984,0123595628;806321,0
1782942,9471151405;801624,0
1835899,8818707177;797925,0000000009
1888862,316626295;794226,0
1916233,1663632134;794226,0
1994778,6861374488;794225,9999999992
1879334,7461961485;794226,0
1918564,5168601861;794226,0
1978427,3100276263;794226,0
1895039,1187633576;794226,0
1984910,1936284683;794226,0
1948011,773461403;794226,0
1954864,5190260154;794226,0
1902897,5371977596;794226,0
1951934,750527807;794226,0
1979408,0542942274;794226,0
1889142,188862158;794226,0
1923110,8405310144;794226,0
1940190,7479317838;794226,0
1939185,0750619946;794226,0
1958799,9603940134;794226,0
1903471,026595807;794226,0
1903471,026595807;794226,0
1937223,5865287927;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1927416,143862783;794226,0
1942700,797259845;794226,0
1926422,935294588;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1945082,0049631945;794226,0
1964671,9616920247;794226,0
1964671,9616920247;794226,0
1961742,193193816;794226,0
1913648,3312255873;794226,0
1913648,3312255873;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
1944101,2606965934;794226,0
