R[0]=2.766968258741185,4.699545665716849,3.9774619485051828
R[1]=2.5619542283227763,4.195499834436975,1.0404538419171683
R[2]=1.8802264507252278,3.098233749710913,1.8960281247719686
R[3]=2.109531420861145,1.8242141440642574,1.5460971148770108
R[4]=2.037434679898533,1.6789774795284376,2.2646390796256
R[5]=1.2121253156900944,3.8233529015673993,4.7977712969642
R[6]=2.427935356355704,2.2954119006706852,3.5135564916458275
R[7]=1.3022462294737542,1.0365580665254146,4.752690747462389
R[8]=2.329956639051753,1.7629550920618604,4.235226513719969
R[9]=2.05469568807471,1.2595975842409557,1.7906937126720215
